word,n
hen,975
eddie,816
buck,763
jonah,655
taylor,622
chimney,459
love,422
bobby,414
gayfirefightershow,307
fuck,304
story,200
god,193
watch,163
karen,149
hero,132
time,132
heart,130
buddie,120
family,120
break,105
maddie,105
shit,105
damn,104
omg,102
run,102
ass,99
friendship,99
chris,98
life,98
dad,97
people,94
literally,90
athena,86
ramon,83
hate,82
stop,81
killer,80
hell,79
baby,78
crazy,78
jee,78
ravi,77
